Filename,Table name [should match with redivis],Description,URL,Reference,DOI,Original License,Public Reshare?,Derived License,Notes,Contributor,Date
CV_OASIS_ODSIS_PPE_Novak_2020_DSES,cv_oasis_odsis_ppe_novak_2020_dses,Daily Spiritual Experience,https://osf.io/ad6b3/,"Novak, L., Malinakova, K., Tavel, P., & Sandora, J. (2021). Czech Version of the short Overall Anxiety Severity and Impairment Scale (OASIS) and the Overall Depression Severity and Impairment Scale (ODSIS): Psychometric Properties and Evaluation.",10.3390/ijerph181910337,email permission 10-29-2024,Public,CC BY 4.0,,arthur,10-29-2024
CV_OASIS_ODSIS_PPE_Novak_2020_RSES,cv_oasis_odsis_ppe_novak_2020_rses,Rosenberg Self-Esteem Scale,https://osf.io/ad6b3/,"Novak, L., Malinakova, K., Tavel, P., & Sandora, J. (2021). Czech Version of the short Overall Anxiety Severity and Impairment Scale (OASIS) and the Overall Depression Severity and Impairment Scale (ODSIS): Psychometric Properties and Evaluation.",10.3390/ijerph181910337,email permission 10-29-2024,Public,CC BY 4.0,,arthur,10-29-2024
PMT_Trzcinska_2023_finans,pmt_trzcinska_2023_finans,Shortened Happiness Scale,https://osf.io/xbrnm/,"Trzcińska, A., Kubicka, K., & Podsiadłowski, W. (2023). The construction and preliminary validation of a new Pictorial Materialism Test for 4–6-year-old children. Plos one, 18(8), e0290512.",10.1371/journal.pone.0290512,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,10-30-2024
PMT_Trzcinska_2023_MVS,pmt_trzcinska_2023_mvs,Material Values Scale for Children,https://osf.io/xbrnm/,"Trzcińska, A., Kubicka, K., & Podsiadłowski, W. (2023). The construction and preliminary validation of a new Pictorial Materialism Test for 4–6-year-old children. Plos one, 18(8), e0290512.",10.1371/journal.pone.0290512,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,10-30-2024
PMT_Trzcinska_2023_PMT,pmt_trzcinska_2023_pmt,Pictorial Materialism Test,https://osf.io/xbrnm/,"Trzcińska, A., Kubicka, K., & Podsiadłowski, W. (2023). The construction and preliminary validation of a new Pictorial Materialism Test for 4–6-year-old children. Plos one, 18(8), e0290512.",10.1371/journal.pone.0290512,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,10-30-2024
Huh, Sun, 2022, ""Reliability and Validity of the Korean version of the Pornography Craving Questionnaire (K-PCQ) Based on the Classical Test Theory and Item Response Theory"", https://doi.org/10.7910/DVN/SHCUI4, Harvard Dataverse, V1, UNF:6:VPKw8BmFFoIUfDmw64VHVA== [fileUNF]",10.7910/DVN/SHCUI4,CC0 1.0,Public,CC0 1.0,,savira,10-31-2024
Punithalingam Youhasan; Yan Chen; Mataroria Lyndon; Marcus A. Henning, 2021, ""Development and validation of a measurement scale to assess nursing students’ readiness for the flipped classroom in Sri Lanka"", https://doi.org/10.7910/DVN/IKRPCP, Harvard Dataverse, V1, UNF:6:RmpHNnbxAik/0KZcpx54Rg== [fileUNF]",10.7910/DVN/IKRPCP,CC0 1.0,Public,CC0 1.0,,savira,11-1-2024
Shulin Chen; Yeates Conwell; Jiang Xue; Lydia Li; Tingjie Zhao; Wan Tang; Hillary R. Bogner; Hengjin Dong, 2022, ""The Chinese Older Adult Collaborations in Health (COACH) Study"", https://doi.org/10.7910/DVN/6RWH41, Harvard Dataverse, V1",10.7910/DVN/6RWH41,CC0 1.0,Public,CC0 1.0,,savira,11-1-2024
Shulin Chen; Yeates Conwell; Jiang Xue; Lydia Li; Tingjie Zhao; Wan Tang; Hillary R. Bogner; Hengjin Dong, 2022, ""The Chinese Older Adult Collaborations in Health (COACH) Study"", https://doi.org/10.7910/DVN/6RWH41, Harvard Dataverse, V1",10.7910/DVN/6RWH41,CC0 1.0,Public,CC0 1.0,,savira,11-1-2024
Shulin Chen; Yeates Conwell; Jiang Xue; Lydia Li; Tingjie Zhao; Wan Tang; Hillary R. Bogner; Hengjin Dong, 2022, ""The Chinese Older Adult Collaborations in Health (COACH) Study"", https://doi.org/10.7910/DVN/6RWH41, Harvard Dataverse, V1",10.7910/DVN/6RWH41,CC0 1.0,Public,CC0 1.0,,savira,11-1-2024
Shulin Chen; Yeates Conwell; Jiang Xue; Lydia Li; Tingjie Zhao; Wan Tang; Hillary R. Bogner; Hengjin Dong, 2022, ""The Chinese Older Adult Collaborations in Health (COACH) Study"", https://doi.org/10.7910/DVN/6RWH41, Harvard Dataverse, V1",10.7910/DVN/6RWH41,CC0 1.0,Public,CC0 1.0,,savira,11-1-2024
Shulin Chen; Yeates Conwell; Jiang Xue; Lydia Li; Tingjie Zhao; Wan Tang; Hillary R. Bogner; Hengjin Dong, 2022, ""The Chinese Older Adult Collaborations in Health (COACH) Study"", https://doi.org/10.7910/DVN/6RWH41, Harvard Dataverse, V1",10.7910/DVN/6RWH41,CC0 1.0,Public,CC0 1.0,,savira,11-1-2024
Shulin Chen; Yeates Conwell; Jiang Xue; Lydia Li; Tingjie Zhao; Wan Tang; Hillary R. Bogner; Hengjin Dong, 2022, ""The Chinese Older Adult Collaborations in Health (COACH) Study"", https://doi.org/10.7910/DVN/6RWH41, Harvard Dataverse, V1",10.7910/DVN/6RWH41,CC0 1.0,Public,CC0 1.0,,savira,11-1-2024
Shulin Chen; Yeates Conwell; Jiang Xue; Lydia Li; Tingjie Zhao; Wan Tang; Hillary R. Bogner; Hengjin Dong, 2022, ""The Chinese Older Adult Collaborations in Health (COACH) Study"", https://doi.org/10.7910/DVN/6RWH41, Harvard Dataverse, V1",10.7910/DVN/6RWH41,CC0 1.0,Public,CC0 1.0,,savira,11-1-2024
Shulin Chen; Yeates Conwell; Jiang Xue; Lydia Li; Tingjie Zhao; Wan Tang; Hillary R. Bogner; Hengjin Dong, 2022, ""The Chinese Older Adult Collaborations in Health (COACH) Study"", https://doi.org/10.7910/DVN/6RWH41, Harvard Dataverse, V1",10.7910/DVN/6RWH41,CC0 1.0,Public,CC0 1.0,,savira,11-1-2024
Shulin Chen; Yeates Conwell; Jiang Xue; Lydia Li; Tingjie Zhao; Wan Tang; Hillary R. Bogner; Hengjin Dong, 2022, ""The Chinese Older Adult Collaborations in Health (COACH) Study"", https://doi.org/10.7910/DVN/6RWH41, Harvard Dataverse, V1",10.7910/DVN/6RWH41,CC0 1.0,Public,CC0 1.0,,savira,11-1-2024
EOAQ-EST_Silveira_2024,eoaq-est_silveira_2024,European Obesity Academy Questionnaire,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FCBOGB,"Panse Silveira, Paulo Sergio, 2024, ""A Tutorial on Systematic Methodology for Psychometric Model Selection: Case Study of the EOAQ-EST"", https://doi.org/10.7910/DVN/FCBOGB, Harvard Dataverse, V2",10.7910/DVN/FCBOGB,CC0 1.0,Public,CC0 1.0,,savira,11-4-2024
",10.1371/journal.pone.0132940,CC-BY-4.0,Public,CC BY 4.0,,savira,11-4-2024
","Sebo, P. (2024, January 27). Validation of the sense of coherence (SOC) scale in a French population. https://doi.org/10.17605/OSF.IO/PJ5MR",10.17605/OSF.IO/PJ5MR,email permission,Public,CC BY 4.0,,arthur,11-5-2024
Kubicka, Karolina, 2024, ""Psychometric evaluation of the Polish adaptation of the Body Appreciation Scale-2 for Children (BAS-2C)"", https://doi.org/10.7910/DVN/LGXP5A, Harvard Dataverse, V1, UNF:6:vFlkIS3VBAOn7UQPD/CWZw== [fileUNF]",10.7910/DVN/LGXP5A,CC 1.0,Public,CC 1.0,,arthur,11-5-2024
FPAS_Silva_2022,fpas_silva_2022,Florida Patient Acceptance Survey,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/3UHKUM,"Regina da Silva, Katia, 2022, ""Patient acceptance of implantable cardioverter-defibrillator: initial psychometric investigation of the Florida Patient Acceptance Survey"", https://doi.org/10.7910/DVN/3UHKUM, Harvard Dataverse, V1, UNF:6:Rtx4oa3RVyirJaBT4dygow== [fileUNF]",10.7910/DVN/3UHKUM,CC 1.0,Public,CC 1.0,,savira,11-5-2024
environment_ltm,environment_ltm,Attitude towards the environment,https://cran.r-project.org/web/packages/ltm/index.html,"Brook, L., Taylor, B. and Prior, G. (1991) British Social Attitudes, 1990, Survey. London: SCPR.",,GPL-2 | GPL-3 ,Public,GPL-3,Data modified from original on 11-6-2024,,
science_ltm,science_ltm,Attitude to science and technology,https://cran.r-project.org/web/packages/ltm/index.html,"Karlheinz, R. and Melich, A. (1992) Euro-Barometer 38.1: Consumer Protection and Perceptions of Science and Technology. INRA (Europe), Brussels. [computer file]",,GPL-2 | GPL-3 ,Public,GPL-3,Data modified from original on 11-6-2024,,
DbdIFdM_Puga_2021,dbdifdm_puga_2021,Inventory of Mindfulness,https://osf.io/ymj6u/,"Puga, J. L., García, M. S., Moya-Faz, F. J., FJ Moya-Faz, & Ruiz-Ruano, A. M. (2022, February 24). Datos brutos del Inventario Friburgo de Mindfulness. Retrieved from osf.io/ymj6u",,GNU Lesser General Public License (LGPL) 3.0,Public,GNU Lesser General Public License (LGPL) 3.0,Data modified from original on 11-11-2024,arthur,11-12-2024
RvKDCS_Romiacg_Miroshnik_2020_BFI,rvkdcs_romiacg_miroshnik_2020_bfi,Big Five Inventory – 2,https://osf.io/g5bk4/,"Miroshnik, K. G., Shcherbakova, O. V., & Kaufman, J. C. (2024, February 15). Russian validation of Kaufman Domains of Creativity Scale: Relationship to occupation and measurement invariance across gender. https://doi.org/10.17605/OSF.IO/G5BK4",10.17605/OSF.IO/G5BK4,CC 4.0,Public,CC 4.0,,arthur,11-12-2024
RvKDCS_Romiacg_Miroshnik_2020_CBI,rvkdcs_romiacg_miroshnik_2020_cbi,Creative Behavior Inventory,https://osf.io/g5bk4/,"Miroshnik, K. G., Shcherbakova, O. V., & Kaufman, J. C. (2024, February 15). Russian validation of Kaufman Domains of Creativity Scale: Relationship to occupation and measurement invariance across gender. https://doi.org/10.17605/OSF.IO/G5BK4",10.17605/OSF.IO/G5BK4,CC 4.0,Public,CC 4.0,,arthur,11-12-2024
RvKDCS_Romiacg_Miroshnik_2020_KDOCS,rvkdcs_romiacg_miroshnik_2020_kdocs,Kaufman Domains of Creativity Scale,https://osf.io/g5bk4/,"Miroshnik, K. G., Shcherbakova, O. V., & Kaufman, J. C. (2024, February 15). Russian validation of Kaufman Domains of Creativity Scale: Relationship to occupation and measurement invariance across gender. https://doi.org/10.17605/OSF.IO/G5BK4",10.17605/OSF.IO/G5BK4,CC 4.0,Public,CC 4.0,,arthur,11-12-2024
PEMAIW_Qiu_2020_FFMQ,pemaiw_qiu_2020_ffmq,Five Facet Mindfulness Questionnaire,https://osf.io/ph6ks/,"Qiu, T. T., & Minda, J. P. (2023, April 9). Psychedelic Experience and Mindfulness are Associated with Improved Wellbeing. https://doi.org/10.17605/OSF.IO/PH6KS",10.17605/OSF.IO/PH6KS,CC 4.0,Public,CC 4.0,,arthur,11-12-2024
PEMAIW_Qiu_2020_MEQ,pemaiw_qiu_2020_meq,Mystical Experience Questionnaire,https://osf.io/ph6ks/,"Qiu, T. T., & Minda, J. P. (2023, April 9). Psychedelic Experience and Mindfulness are Associated with Improved Wellbeing. https://doi.org/10.17605/OSF.IO/PH6KS",10.17605/OSF.IO/PH6KS,CC 4.0,Public,CC 4.0,,arthur,11-12-2024
PEMAIW_Qiu_2020_DASS,pemaiw_qiu_2020_dass,Depression Anxiety and Stress Scale,https://osf.io/ph6ks/,"Qiu, T. T., & Minda, J. P. (2023, April 9). Psychedelic Experience and Mindfulness are Associated with Improved Wellbeing. https://doi.org/10.17605/OSF.IO/PH6KS",10.17605/OSF.IO/PH6KS,CC 4.0,Public,CC 4.0,,arthur,11-12-2024
PEMAIW_Qiu_2020_PANAS,pemaiw_qiu_2020_panas,The Positive and Negative Affect Schedule,https://osf.io/ph6ks/,"Qiu, T. T., & Minda, J. P. (2023, April 9). Psychedelic Experience and Mindfulness are Associated with Improved Wellbeing. https://doi.org/10.17605/OSF.IO/PH6KS",10.17605/OSF.IO/PH6KS,CC 4.0,Public,CC 4.0,,arthur,11-12-2024
PEMAIW_Qiu_2020_MLQ,pemaiw_qiu_2020_mlq,The Meaning in Life Questionnaire,https://osf.io/ph6ks/,"Qiu, T. T., & Minda, J. P. (2023, April 9). Psychedelic Experience and Mindfulness are Associated with Improved Wellbeing. https://doi.org/10.17605/OSF.IO/PH6KS",10.17605/OSF.IO/PH6KS,CC 4.0,Public,CC 4.0,,arthur,11-12-2024
PEMAIW_Qiu_2020_SWLS,pemaiw_qiu_2020_swls,The Satisfaction with Life Scale,https://osf.io/ph6ks/,"Qiu, T. T., & Minda, J. P. (2023, April 9). Psychedelic Experience and Mindfulness are Associated with Improved Wellbeing. https://doi.org/10.17605/OSF.IO/PH6KS",10.17605/OSF.IO/PH6KS,CC 4.0,Public,CC 4.0,,arthur,11-12-2024
PEMAIW_Qiu_2020_BWSS,pemaiw_qiu_2020_bwss,The Brief Wisdom Screening Scale,https://osf.io/ph6ks/,"Qiu, T. T., & Minda, J. P. (2023, April 9). Psychedelic Experience and Mindfulness are Associated with Improved Wellbeing. https://doi.org/10.17605/OSF.IO/PH6KS",10.17605/OSF.IO/PH6KS,CC 4.0,Public,CC 4.0,,arthur,11-12-2024
FIVPEI_Perrig_2023_PXI,fivpei_perrig_2023_pxi,Player Experience Inventory,https://osf.io/8xuhr/,"Perrig, S. A. C., Scharowski, N., Brühlmann, F., von Felten, N., & Aeschbach, L. F. (2024, January 24). Independent Validation of the Player Experience Inventory. https://doi.org/10.17605/OSF.IO/8XUHR",10.17605/OSF.IO/8XUHR,CC 4.0,Public,CC 4.0,,arthur,11-13-2024
FIVPEI_Perrig_2023_AttDiff,fivpei_perrig_2023_attdiff,"Pragmatic Quality (PQ), Hedonic Quality - Identification (HQ-I), Hedonic Quality - Stimulation (HQ-S), and Attractiveness (ATT)",https://osf.io/8xuhr/,"Perrig, S. A. C., Scharowski, N., Brühlmann, F., von Felten, N., & Aeschbach, L. F. (2024, January 24). Independent Validation of the Player Experience Inventory. https://doi.org/10.17605/OSF.IO/8XUHR",10.17605/OSF.IO/8XUHR,CC 4.0,Public,CC 4.0,,arthur,11-13-2024
FIVPEI_Perrig_2023_IMI,fivpei_perrig_2023_imi,Intrinsic Motivation Inventory,https://osf.io/8xuhr/,"Perrig, S. A. C., Scharowski, N., Brühlmann, F., von Felten, N., & Aeschbach, L. F. (2024, January 24). Independent Validation of the Player Experience Inventory. https://doi.org/10.17605/OSF.IO/8XUHR",10.17605/OSF.IO/8XUHR,CC 4.0,Public,CC 4.0,,arthur,11-13-2024
FIVPEI_Perrig_2023_PENS,fivpei_perrig_2023_pens,Player Experience of Need Satisfaction,https://osf.io/8xuhr/,"Perrig, S. A. C., Scharowski, N., Brühlmann, F., von Felten, N., & Aeschbach, L. F. (2024, January 24). Independent Validation of the Player Experience Inventory. https://doi.org/10.17605/OSF.IO/8XUHR",10.17605/OSF.IO/8XUHR,CC 4.0,Public,CC 4.0,,arthur,11-13-2024
SPQVS_Barnby_2017_OEQ,spqvs_barnby_2017_oeq,Social Imagery Subscale,https://osf.io/fecgz/,"Barnby, J. M., & Bell, V. (2017, August 25). Sensed Presence Questionnaire Validation Study. https://doi.org/10.17605/OSF.IO/FECGZ",10.17605/OSF.IO/FECGZ,CC 4.0,Public,CC 4.0,,arthur,11-13-2024
SPQVS_Barnby_2017_WHO,spqvs_barnby_2017_who,WHO-5 Well-Being Index,https://osf.io/fecgz/,"Barnby, J. M., & Bell, V. (2017, August 25). Sensed Presence Questionnaire Validation Study. https://doi.org/10.17605/OSF.IO/FECGZ",10.17605/OSF.IO/FECGZ,CC 4.0,Public,CC 4.0,,arthur,11-13-2024
SPQVS_Barnby_2017_OLIFE,spqvs_barnby_2017_olife,Brief Oxford-Liverpool Inventory of Feeling and Experiences,https://osf.io/fecgz/,"Barnby, J. M., & Bell, V. (2017, August 25). Sensed Presence Questionnaire Validation Study. https://doi.org/10.17605/OSF.IO/FECGZ",10.17605/OSF.IO/FECGZ,CC 4.0,Public,CC 4.0,,arthur,11-13-2024
SPQVS_Barnby_2017_DSE,spqvs_barnby_2017_dse,Daily Spiritual Experience Scale,https://osf.io/fecgz/,"Barnby, J. M., & Bell, V. (2017, August 25). Sensed Presence Questionnaire Validation Study. https://doi.org/10.17605/OSF.IO/FECGZ",10.17605/OSF.IO/FECGZ,CC 4.0,Public,CC 4.0,,arthur,11-13-2024
SPQVS_Barnby_2017_SENPQ,spqvs_barnby_2017_senpq,The Sensed Presence Questionnaire,https://osf.io/fecgz/,"Barnby, J. M., & Bell, V. (2017, August 25). Sensed Presence Questionnaire Validation Study. https://doi.org/10.17605/OSF.IO/FECGZ",10.17605/OSF.IO/FECGZ,CC 4.0,Public,CC 4.0,,arthur,11-13-2024
SPQVS_Barnby_2017_SIAS,spqvs_barnby_2017_sias,The Social Interaction Anxiety Scale,https://osf.io/fecgz/,"Barnby, J. M., & Bell, V. (2017, August 25). Sensed Presence Questionnaire Validation Study. https://doi.org/10.17605/OSF.IO/FECGZ",10.17605/OSF.IO/FECGZ,CC 4.0,Public,CC 4.0,,arthur,11-13-2024
gene_likert_aivelo2020,gene_likert_aivelo2020,"Shortened Sherman Mathematics Attitude Scale (FSMAS), Shortened Biohead-Citizen questionnaire",https://osf.io/preprints/edarxiv/d5hzg,"Aivelo, T., & Uitto, A. (2020, May 22). Factors explaining students’ attitudes towards learning in genetics and belief in genetic determinism. https://doi.org/10.35542/osf.io/d5hzg",10.35542/osf.io/d5hzg,CC 4.0,Public,CC 4.0,,monica,11-15-2024
aa1_Silvia_2023,aa1_silvia_2023,Aesthetic Responsiveness Assessment,https://osf.io/5w6dk/,"Silvia, P. J., Rodriguez-Boerwinkle, R., Awa, K. N., Zabelina, D., & Christensen, A. P. (2024, September 18). Psychometrics of the Aesthetic Responsiveness Assessment (AReA). Retrieved from osf.io/5w6dk",10.1037/aca0000348,CC 4.0,Public,CC 4.0,,nadia,11-18-2024
OS_TBMWTFS_Schubert_2023_ACS,os_tbmwtfs_schubert_2023_acs,Attentional Control Scale,https://osf.io/mxn3v/,"Schubert, A.-L., Frischkorn, G. T., Sadus, K., Welhaf, M., Kane, M. J., & Rummel, J. (2024, June 13). Online Supplement: The brief mind wandering three-factor scale. Retrieved from osf.io/mxn3v",10.3758/s13428-024-02500-6,CC 4.0,Public,CC 4.0,,arthur,11-18-2024
OS_TBMWTFS_Schubert_2023_BMW3,os_tbmwtfs_schubert_2023_bmw3,Brief Mind Wandering Three-Factor Scale,https://osf.io/mxn3v/,"Schubert, A.-L., Frischkorn, G. T., Sadus, K., Welhaf, M., Kane, M. J., & Rummel, J. (2024, June 13). Online Supplement: The brief mind wandering three-factor scale. Retrieved from osf.io/mxn3v",10.3758/s13428-024-02500-6,CC 4.0,Public,CC 4.0,,arthur,11-18-2024
OS_TBMWTFS_Schubert_2023_CERQ,os_tbmwtfs_schubert_2023_cerq,Cognitive Emotion-Regulation Questionnaire,https://osf.io/mxn3v/,"Schubert, A.-L., Frischkorn, G. T., Sadus, K., Welhaf, M., Kane, M. J., & Rummel, J. (2024, June 13). Online Supplement: The brief mind wandering three-factor scale. Retrieved from osf.io/mxn3v",10.3758/s13428-024-02500-6,CC 4.0,Public,CC 4.0,,arthur,11-18-2024
OS_TBMWTFS_Schubert_2023_DMW,os_tbmwtfs_schubert_2023_dmw,Deliberate Mind Wandering,https://osf.io/mxn3v/,"Schubert, A.-L., Frischkorn, G. T., Sadus, K., Welhaf, M., Kane, M. J., & Rummel, J. (2024, June 13). Online Supplement: The brief mind wandering three-factor scale. Retrieved from osf.io/mxn3v",10.3758/s13428-024-02500-6,CC 4.0,Public,CC 4.0,,arthur,11-18-2024
OS_TBMWTFS_Schubert_2023_IPIP,os_tbmwtfs_schubert_2023_ipip,International Personality Item Pool,https://osf.io/mxn3v/,"Schubert, A.-L., Frischkorn, G. T., Sadus, K., Welhaf, M., Kane, M. J., & Rummel, J. (2024, June 13). Online Supplement: The brief mind wandering three-factor scale. Retrieved from osf.io/mxn3v",10.3758/s13428-024-02500-6,CC 4.0,Public,CC 4.0,,arthur,11-18-2024
OS_TBMWTFS_Schubert_2023_MAAS,os_tbmwtfs_schubert_2023_maas,Mindful Attention Awareness Scale,https://osf.io/mxn3v/,"Schubert, A.-L., Frischkorn, G. T., Sadus, K., Welhaf, M., Kane, M. J., & Rummel, J. (2024, June 13). Online Supplement: The brief mind wandering three-factor scale. Retrieved from osf.io/mxn3v",10.3758/s13428-024-02500-6,CC 4.0,Public,CC 4.0,,arthur,11-18-2024
OS_TBMWTFS_Schubert_2023_SMW,os_tbmwtfs_schubert_2023_smw,Spontaneous Mind Wandering,https://osf.io/mxn3v/,"Schubert, A.-L., Frischkorn, G. T., Sadus, K., Welhaf, M., Kane, M. J., & Rummel, J. (2024, June 13). Online Supplement: The brief mind wandering three-factor scale. Retrieved from osf.io/mxn3v",10.3758/s13428-024-02500-6,CC 4.0,Public,CC 4.0,,arthur,11-18-2024
Zissette, S., Tolley, E. E., Martinez, A., Hanif, H., Gill, K., Mugo, N., ... & Doncel, G. F. (2021). Adaptation and validation of simple tools to screen and monitor for oral PrEP adherence. Plos one, 16(5), e0251823.",10.7910/DVN/NI4ZQA,CC0 1.0,Public,CC0 1.0,,savira,11-20-2024
MBPS_Vangsness_2019,mbps_vangsness_2019,"Metacognitive Beliefs About Procrastination, Academic Functional Procrastination, Lay’s General Procrastination Scale, Adult Inventory of Procrastination, Active Procrastination Scale, Unintentional Procrastination Scale, Procrastination Assessment Scale for Students, Irrational Procrastination Scale, Pure Procrastination Scale, Tuckman’s Procrastination Scale, Behavioral Measures of Delay, Days to Study Completion, Pacing Styles",https://osf.io/r7wcx/,"Vangsness, L., Voss, N. M., Maddox, N., Devereaux, V., Martin, E., & Nystrom, C. (2022, January 24). Self-Report Measures of Procrastination Exhibit Inconsistent Concurrent Validity, Predictive Validity, and Psychometric Properties. https://doi.org/10.17605/OSF.IO/R7WCX",10.17605/OSF.IO/R7WCX,permission via email,Public,CC BY 4.0,,nadia,11-20-2024
KanjiOAHaS_Inoue_2024,kanjioahas_inoue_2024,Online Assessment of Handwriting and Spelling: OAHaS,https://osf.io/gver2/,"Inoue, T., Chen, Y., & Ohyanagi, T. (2024, June 19). Assessing Handwriting Skills in a Web Browser: Development and Validation of an Automated Online Test in Japanese Kanji. Retrieved from osf.io/gver2",,CC 4.0,Public,CC 4.0,,savira,11-21-2024
Solis, Jonathan A.; Philip D. Waggoner, 2020, ""Replication Data for: Measuring Media Freedom: An Item Response Theory Analysis of Existing Indicators"", https://doi.org/10.7910/DVN/ENOEQS, Harvard Dataverse, V2, UNF:6:WzyMuN1CB0555+S4J+2zCQ== [fileUNF]",10.7910/DVN/ENOEQS,CC 1.0,Public,CC 1.0,,arthur,11-25-2025
PPSRS_Caliciuri_2024,ppsrs_caliciuri_2024,Scientific Reasoning Scale,https://osf.io/jk9dp/,"Caliciuri, R., & Lanz, M. (2024, August 2). Psychometric properties of the Scientific Reasoning Scale: application to the Italian context. Retrieved from osf.io/jk9dp",10.13140/RG.2.2.26105.07528,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-25-2025
SBD_Smith_2020,sbd_smith_2020,Managing Bipolar Disorder Scale,https://osf.io/c4v7g/,"Erceg-Hurn, D. M., & McEvoy, P. (2024, February 26). Self-efficacy in Bipolar Disorder: Development and Validation of a Self-Report Scale. https://doi.org/10.17605/OSF.IO/C4V7G",10.17605/OSF.IO/C4V7G,email permission,Public,CC-By Attribution 4.0 International,,arthur,11-25-2025
ALSECYPIAMH_WU_2022_CPS,alsecypiamh_wu_2022_cps,Claremont Purpose Scale,https://osf.io/jqzbx/,"Wu, Y., Yan, W., & Wu, Y. (2024, April 18). A large-scale evaluation of Chinese youth purpose and its associations with mental health. https://doi.org/10.17605/OSF.IO/JQZBX",10.17605/OSF.IO/JQZBX,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-26-2024
ALSECYPIAMH_WU_2022_Empathy,alsecypiamh_wu_2022_empathy,Perce Empathy Scale,https://osf.io/jqzbx/,"Wu, Y., Yan, W., & Wu, Y. (2024, April 18). A large-scale evaluation of Chinese youth purpose and its associations with mental health. https://doi.org/10.17605/OSF.IO/JQZBX",10.17605/OSF.IO/JQZBX,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-26-2024
ALSECYPIAMH_WU_2022_MIL,alsecypiamh_wu_2022_mil,Meaning of Life,https://osf.io/jqzbx/,"Wu, Y., Yan, W., & Wu, Y. (2024, April 18). A large-scale evaluation of Chinese youth purpose and its associations with mental health. https://doi.org/10.17605/OSF.IO/JQZBX",10.17605/OSF.IO/JQZBX,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-26-2024
ALSECYPIAMH_WU_2022_PEI,alsecypiamh_wu_2022_pei,Pancreatic Exocrine Insufficiency,https://osf.io/jqzbx/,"Wu, Y., Yan, W., & Wu, Y. (2024, April 18). A large-scale evaluation of Chinese youth purpose and its associations with mental health. https://doi.org/10.17605/OSF.IO/JQZBX",10.17605/OSF.IO/JQZBX,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-26-2024
ALSECYPIAMH_WU_2022_SDQ,alsecypiamh_wu_2022_sdq,Strengths and Difficulties Questionnaire,https://osf.io/jqzbx/,"Wu, Y., Yan, W., & Wu, Y. (2024, April 18). A large-scale evaluation of Chinese youth purpose and its associations with mental health. https://doi.org/10.17605/OSF.IO/JQZBX",10.17605/OSF.IO/JQZBX,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-26-2024
ALSECYPIAMH_WU_2022_NEI,alsecypiamh_wu_2022_nei,National Eye Institute Questionnaire,https://osf.io/jqzbx/,"Wu, Y., Yan, W., & Wu, Y. (2024, April 18). A large-scale evaluation of Chinese youth purpose and its associations with mental health. https://doi.org/10.17605/OSF.IO/JQZBX",10.17605/OSF.IO/JQZBX,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-26-2024
ALSECYPIAMH_WU_2022_PHQ,alsecypiamh_wu_2022_phq,Patient Health Questionnaire,https://osf.io/jqzbx/,"Wu, Y., Yan, W., & Wu, Y. (2024, April 18). A large-scale evaluation of Chinese youth purpose and its associations with mental health. https://doi.org/10.17605/OSF.IO/JQZBX",10.17605/OSF.IO/JQZBX,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-26-2024
ALSECYPIAMH_WU_2022_SWEMWBS,alsecypiamh_wu_2022_swemwbs,Short Warwick-Edinburgh Mental Wellbeing Scale,https://osf.io/jqzbx/,"Wu, Y., Yan, W., & Wu, Y. (2024, April 18). A large-scale evaluation of Chinese youth purpose and its associations with mental health. https://doi.org/10.17605/OSF.IO/JQZBX",10.17605/OSF.IO/JQZBX,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-26-2024
ALSECYPIAMH_WU_2022_PIL,alsecypiamh_wu_2022_pil,Purpose in Life,https://osf.io/jqzbx/,"Wu, Y., Yan, W., & Wu, Y. (2024, April 18). A large-scale evaluation of Chinese youth purpose and its associations with mental health. https://doi.org/10.17605/OSF.IO/JQZBX",10.17605/OSF.IO/JQZBX,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,11-26-2024
